1	8	14	17	23	26	32	36	41
2	6	13	17	24	27	32	38	42
3	9	11	19	21	26	33	36	42
4	9	14	18	21	26	33	38	41
5	8	11	16	23	29	31	38	42
6	9	11	17	22	26	34	39	42
7	9	14	17	22	29	34	37	43
8	7	13	19	21	27	34	39	43
9	6	13	18	24	27	32	39	41
10	9	11	19	21	27	32	37	44
11	9	12	17	22	27	34	38	42
12	7	11	18	23	27	33	36	42
13	9	11	18	24	28	31	36	43
14	6	12	16	21	27	34	39	44
15	7	13	16	22	28	31	37	43
16	9	11	17	22	28	33	38	43
17	7	11	18	21	27	32	37	42
18	9	12	16	23	28	31	36	42
19	8	11	17	22	27	34	36	41
20	7	12	18	21	29	34	38	41
21	8	11	19	24	27	34	36	44
22	8	13	19	23	29	32	36	43
23	7	13	19	21	29	31	36	44
24	7	13	19	24	28	33	38	42
25	6	12	19	23	27	31	38	41
26	6	13	18	23	29	31	38	43
27	6	11	19	23	27	33	39	43
28	8	11	19	21	26	34	38	42
29	8	12	17	22	29	31	39	44
30	7	12	17	23	29	34	37	43
31	8	14	19	21	26	34	37	41
32	7	13	19	21	27	33	37	42
33	9	13	17	24	27	33	39	44
34	9	14	18	22	26	34	39	41
35	9	14	18	22	28	31	38	43
36	9	13	16	22	27	31	39	41
37	8	13	18	24	26	34	38	44
38	6	14	16	22	29	33	39	41
39	8	14	16	23	26	34	37	44
40	6	12	17	24	27	34	39	41
41	6	14	16	22	29	34	36	43
42	8	12	18	23	28	33	38	42
43	6	14	18	22	28	33	39	43
44	6	11	19	23	27	33	36	43
45	7	14	19	23	27	31	37	41
46	7	12	18	22	29	32	39	44
47	7	12	18	22	29	34	38	44
48	9	13	16	24	26	32	38	43
49	6	11	17	22	28	34	36	43
50	6	14	18	23	26	32	36	41
51	9	11	18	24	27	33	39	41
52	6	14	16	23	28	31	39	43
53	8	14	17	24	29	34	36	44
54	9	11	16	23	27	31	37	43
55	9	14	17	24	27	33	36	44
56	7	11	17	22	28	33	39	43
57	6	13	17	24	28	31	36	43
58	9	11	19	23	28	34	37	43
59	9	13	17	23	27	34	37	42
60	6	14	16	22	28	33	37	42
61	8	11	17	23	26	31	37	44
62	8	12	19	24	26	34	36	41
63	6	11	16	22	26	31	37	41
64	9	11	19	24	26	31	37	41
65	8	11	18	21	27	31	39	44
66	9	14	17	24	29	33	36	42
67	8	11	16	21	26	31	36	44
68	9	12	17	21	26	32	39	44
69	7	11	18	21	29	32	39	41
70	6	14	18	21	27	31	36	41
71	8	14	19	21	26	34	38	42
72	8	11	18	22	29	32	37	43
73	6	12	17	21	26	33	37	41
74	8	13	17	22	26	33	38	44
75	8	11	17	24	28	32	38	42
76	7	12	16	22	28	33	39	43
77	6	14	18	21	26	32	39	43
78	8	12	18	24	27	34	36	42
79	9	14	16	23	27	32	38	42
80	8	14	16	21	27	34	39	42
81	6	11	16	24	27	32	39	41
82	7	11	19	23	29	31	36	43
83	9	12	19	22	26	31	36	42
84	9	11	16	21	28	34	39	42
85	8	12	16	23	26	32	36	43
86	8	11	16	23	26	31	39	41
87	9	12	18	21	28	33	39	42
88	6	12	17	24	27	33	38	41
89	9	14	16	22	26	31	37	43
90	8	11	17	21	26	34	36	42
91	8	12	18	22	27	32	39	42
92	9	11	17	24	27	33	37	43
93	9	12	16	22	26	34	36	42
94	7	12	19	21	28	32	38	41
95	6	11	18	22	26	33	36	43
96	6	12	17	23	26	31	39	42
97	6	12	17	24	27	31	37	41
98	7	14	19	21	26	34	39	41
99	9	14	17	24	29	34	36	43
100	8	11	17	23	28	31	38	44
101	7	12	18	24	27	34	36	42
102	6	14	17	21	26	33	38	44
103	7	14	19	23	29	32	38	44
104	8	14	19	22	29	31	39	41
105	6	13	19	22	28	32	36	42
106	7	12	16	24	26	33	38	41
107	7	12	16	21	27	33	37	41
108	7	14	17	24	27	31	38	43
109	8	13	18	23	28	33	39	44
110	6	13	18	23	29	33	37	42
111	7	14	17	23	27	32	38	44
112	8	14	18	23	29	32	38	43
113	6	14	17	24	28	32	37	42
114	6	13	18	24	26	34	38	42
115	6	14	17	22	27	32	36	42
116	6	13	17	21	26	32	36	42
117	7	13	18	23	29	32	37	43
118	6	14	18	22	27	31	37	44
119	7	13	17	23	27	33	37	44
120	7	14	17	22	28	31	36	42
121	8	13	16	22	28	34	36	44
122	8	12	18	22	29	33	38	42
123	6	14	19	24	27	31	39	44
124	8	13	17	22	28	33	39	42
