1	7	12	17	22	27
2	7	11	19	24	28
3	6	13	18	22	27
4	8	13	17	24	28
5	9	14	19	22	29
6	6	12	18	23	28
7	7	12	18	21	26
8	6	12	18	24	28
9	6	13	16	24	26
10	8	12	18	23	29
11	7	13	17	21	28
12	7	11	19	24	28
13	6	13	19	22	29
14	6	12	17	24	26
15	9	12	18	24	26
16	8	11	16	23	28
17	7	14	18	22	29
18	6	13	18	24	28
19	6	14	16	24	28
20	8	11	19	24	28
21	7	11	19	21	28
22	7	12	17	21	27
23	8	12	18	22	29
24	7	14	19	21	26
25	8	13	19	23	27
26	6	11	16	21	28
27	9	11	16	22	29
28	6	11	19	23	29
29	7	12	17	24	29
30	6	11	17	24	28
31	9	14	18	23	28
32	8	14	16	22	28
33	9	11	18	21	28
34	9	13	17	23	26
35	7	12	19	24	27
36	8	14	16	22	28
37	6	11	16	21	28
38	8	11	18	22	28
39	6	13	19	22	27
40	9	12	19	24	29
41	8	12	18	24	27
42	8	12	19	23	29
43	8	12	16	21	26
44	9	14	17	21	29
45	6	12	19	23	28
46	9	12	19	22	26
47	9	11	17	22	29
48	9	13	18	24	27
49	9	11	19	24	27
50	7	14	19	24	28
51	8	14	19	24	27
52	8	13	16	21	26
53	8	14	17	21	29
