1	7	13	17	24	29	34	36	43
2	9	13	18	21	28	31	39	41
3	9	12	17	23	27	33	37	42
4	7	12	18	23	27	31	36	42
5	6	14	16	22	29	33	37	43
6	9	11	17	22	27	32	36	44
7	9	11	18	21	28	32	38	43
8	8	14	17	21	26	31	37	43
9	8	13	19	23	29	33	38	43
10	8	13	16	24	27	31	36	41
11	6	14	16	21	28	32	37	44
12	9	13	19	24	28	32	38	44
13	9	11	17	21	29	32	38	42
14	8	13	16	22	27	31	38	42
15	7	14	19	21	28	33	39	44
16	6	13	19	23	28	32	39	42
17	9	13	17	21	27	31	36	42
18	7	14	17	24	27	31	36	44
19	7	12	19	24	28	34	38	43
20	8	12	17	22	29	34	39	42
21	9	11	19	24	28	33	39	41
22	6	11	19	23	28	34	39	43
23	8	12	17	24	27	34	36	41
24	9	11	17	22	28	34	37	41
25	6	14	18	23	28	33	38	43
26	9	13	17	21	28	33	36	43
27	9	11	17	23	29	34	37	44
28	7	11	18	24	27	33	38	44
29	8	14	19	23	29	31	37	42
30	6	11	19	24	29	31	37	42
31	8	13	17	21	27	34	38	41
32	6	13	16	22	29	33	36	41
33	9	13	18	22	26	33	39	43
34	9	13	19	24	26	34	39	41
35	9	14	16	23	26	34	37	43
36	9	13	17	23	27	32	39	42
37	8	11	17	23	26	32	36	42
38	8	13	18	21	26	34	39	41
39	6	13	16	23	26	33	38	43
40	8	14	17	21	27	34	39	44
41	9	14	16	22	29	34	36	44
42	6	13	16	21	27	34	39	42
43	6	11	18	21	27	32	37	42
44	6	12	19	23	29	34	36	42
45	7	12	19	24	27	34	36	43
46	9	14	17	21	29	32	39	41
47	8	11	18	24	27	33	37	43
48	7	13	17	24	29	33	38	41
49	6	14	17	22	26	33	39	42
50	7	13	19	24	27	34	39	43
51	9	14	16	23	28	32	37	42
52	6	14	18	21	27	34	37	42
53	8	12	18	21	29	32	37	41
54	6	14	18	21	29	34	38	44
55	7	13	19	23	27	33	36	42
56	9	13	19	22	28	32	39	41
57	6	11	17	22	27	31	37	44
58	6	14	19	23	26	31	38	44
59	7	14	17	23	27	32	38	44
60	7	11	18	22	26	32	38	43
61	7	14	17	24	26	31	39	42
62	9	13	17	23	28	33	39	44
63	7	12	17	23	27	32	37	41
64	9	13	17	24	27	32	39	44
65	8	14	16	24	28	34	36	41
66	9	13	17	23	28	33	39	44
67	7	11	19	23	26	33	39	41
68	6	11	16	23	29	33	36	44
69	6	13	19	24	27	32	37	41
70	9	14	16	24	28	34	37	41
71	9	14	17	24	28	33	39	41
72	7	11	17	22	26	34	37	43
73	9	14	19	22	26	34	36	44
74	9	12	17	23	26	32	38	44
75	9	13	16	21	26	31	38	41
76	7	14	16	22	29	33	39	42
77	8	11	17	22	26	34	37	43
78	9	13	19	24	26	32	37	44
79	8	11	18	21	27	34	36	43
80	7	14	17	23	28	33	38	44
81	7	11	19	22	28	31	37	41
82	7	14	17	22	27	32	39	44
83	9	14	19	21	28	33	37	42
84	7	11	18	23	26	32	38	43
85	7	12	16	22	26	33	39	44
86	9	11	17	21	29	33	39	44
87	7	14	17	22	26	33	37	41
88	7	12	18	24	28	32	37	41
89	7	14	17	23	26	32	37	43
90	9	13	19	22	27	33	39	44
91	7	11	19	24	28	34	39	41
92	8	13	19	21	28	31	39	43
93	8	14	18	23	26	33	39	43
94	6	14	18	22	28	32	36	41
95	9	11	18	23	26	34	38	42
96	7	11	18	22	27	32	39	44
97	8	14	19	21	26	33	39	43
98	9	11	17	22	26	32	39	43
99	6	14	17	21	26	34	39	44
100	7	14	16	24	26	31	37	41
101	9	11	17	21	28	33	38	42
102	6	13	16	22	29	31	39	43
